product_id,title,handle,vendor,product_type,tags,variant_id,variant_title,variant_sku,variant_price,variant_compare_at_price,variant_available,variant_option1,variant_option2,variant_option3,images,enriched_occasion,enriched_season,enriched_color,enriched_age_bucket,enriched_brand_story
8858736033960,Men's Black Night Run Trackpants,men-s-black-night-run-trackpants,cult,Track Pants,backend_bestsellers_app,51784264614056,Black / S,CS705009S,1159.00,2399.00,True,Black,S,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_A_0cf55642-4c01-4557-8726-ce1e8aa0f938.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_B_ed570c29-e313-4b91-87c4-8d50d686b260.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_C_93059029-657a-468a-87dc-9ad79b6c1d53.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_D_270e3081-c168-48d9-9880-d8f0fbbc3193.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_E_1558ea88-6703-4372-9fa9-5b34b96c0614.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_F_5efcd344-d31e-4139-a0ae-4bd086487d64.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_G_30327032-74f8-4ff7-a547-22b82d68adfc.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_H_056686ea-1243-4c3a-953b-1b78887b12a8.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_I_0de67d05-16c2-4de6-af48-7c1d09293db7.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_J_1df50d16-1dd2-4f0d-9aeb-baf81ba4fc8c.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_K_28a93e80-ed61-405a-9808-1dee181fe794.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_L_59c42a09-7c85-4c98-b06e-5e32f65562e1.jpg?v=1747995386",daily,summers,Black,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8858736033960,Men's Black Night Run Trackpants,men-s-black-night-run-trackpants,cult,Track Pants,backend_bestsellers_app,51784264646824,Black / M,CS705009M,1159.00,2399.00,True,Black,M,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_A_0cf55642-4c01-4557-8726-ce1e8aa0f938.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_B_ed570c29-e313-4b91-87c4-8d50d686b260.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_C_93059029-657a-468a-87dc-9ad79b6c1d53.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_D_270e3081-c168-48d9-9880-d8f0fbbc3193.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_E_1558ea88-6703-4372-9fa9-5b34b96c0614.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_F_5efcd344-d31e-4139-a0ae-4bd086487d64.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_G_30327032-74f8-4ff7-a547-22b82d68adfc.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_H_056686ea-1243-4c3a-953b-1b78887b12a8.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_I_0de67d05-16c2-4de6-af48-7c1d09293db7.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_J_1df50d16-1dd2-4f0d-9aeb-baf81ba4fc8c.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_K_28a93e80-ed61-405a-9808-1dee181fe794.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_L_59c42a09-7c85-4c98-b06e-5e32f65562e1.jpg?v=1747995386",daily,summers,Black,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8858736033960,Men's Black Night Run Trackpants,men-s-black-night-run-trackpants,cult,Track Pants,backend_bestsellers_app,51784264679592,Black / L,CS705009L,1159.00,2399.00,True,Black,L,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_A_0cf55642-4c01-4557-8726-ce1e8aa0f938.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_B_ed570c29-e313-4b91-87c4-8d50d686b260.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_C_93059029-657a-468a-87dc-9ad79b6c1d53.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_D_270e3081-c168-48d9-9880-d8f0fbbc3193.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_E_1558ea88-6703-4372-9fa9-5b34b96c0614.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_F_5efcd344-d31e-4139-a0ae-4bd086487d64.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_G_30327032-74f8-4ff7-a547-22b82d68adfc.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_H_056686ea-1243-4c3a-953b-1b78887b12a8.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_I_0de67d05-16c2-4de6-af48-7c1d09293db7.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_J_1df50d16-1dd2-4f0d-9aeb-baf81ba4fc8c.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_K_28a93e80-ed61-405a-9808-1dee181fe794.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_L_59c42a09-7c85-4c98-b06e-5e32f65562e1.jpg?v=1747995386",daily,summers,Black,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8858736033960,Men's Black Night Run Trackpants,men-s-black-night-run-trackpants,cult,Track Pants,backend_bestsellers_app,51784264712360,Black / XL,CS705009XL,1159.00,2399.00,True,Black,XL,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_A_0cf55642-4c01-4557-8726-ce1e8aa0f938.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_B_ed570c29-e313-4b91-87c4-8d50d686b260.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_C_93059029-657a-468a-87dc-9ad79b6c1d53.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_D_270e3081-c168-48d9-9880-d8f0fbbc3193.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_E_1558ea88-6703-4372-9fa9-5b34b96c0614.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_F_5efcd344-d31e-4139-a0ae-4bd086487d64.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_G_30327032-74f8-4ff7-a547-22b82d68adfc.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_H_056686ea-1243-4c3a-953b-1b78887b12a8.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_I_0de67d05-16c2-4de6-af48-7c1d09293db7.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_J_1df50d16-1dd2-4f0d-9aeb-baf81ba4fc8c.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_K_28a93e80-ed61-405a-9808-1dee181fe794.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_L_59c42a09-7c85-4c98-b06e-5e32f65562e1.jpg?v=1747995386",daily,summers,Black,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8858736033960,Men's Black Night Run Trackpants,men-s-black-night-run-trackpants,cult,Track Pants,backend_bestsellers_app,51784264745128,Black / XXL,CS705009XXL,1159.00,2399.00,False,Black,XXL,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_A_0cf55642-4c01-4557-8726-ce1e8aa0f938.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_B_ed570c29-e313-4b91-87c4-8d50d686b260.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_C_93059029-657a-468a-87dc-9ad79b6c1d53.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_D_270e3081-c168-48d9-9880-d8f0fbbc3193.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_E_1558ea88-6703-4372-9fa9-5b34b96c0614.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_F_5efcd344-d31e-4139-a0ae-4bd086487d64.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_G_30327032-74f8-4ff7-a547-22b82d68adfc.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_H_056686ea-1243-4c3a-953b-1b78887b12a8.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_I_0de67d05-16c2-4de6-af48-7c1d09293db7.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_J_1df50d16-1dd2-4f0d-9aeb-baf81ba4fc8c.jpg?v=1747995386, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_K_28a93e80-ed61-405a-9808-1dee181fe794.jpg?v=1747995385, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/705009_L_59c42a09-7c85-4c98-b06e-5e32f65562e1.jpg?v=1747995386",daily,summers,Black,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8625551376552,Train in Train Out Premium Trackpant,train-in-train-out-premium-trackpant,cult,Track Pants,catalog-sync,49655664935080,Black / S,CS703486S,1299.00,2599.00,True,Black,S,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_A.jpg?v=1757607508, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_B.jpg?v=1757607511, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_C.jpg?v=1757607513, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_D.jpg?v=1757607517, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_E.jpg?v=1757607522, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_F.jpg?v=1757607525, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_G.jpg?v=1757607545, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_H.jpg?v=1757607550, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_I.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_J.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_K.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_L.jpg?v=1757607589",daily,rain,Multicolor,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8625551376552,Train in Train Out Premium Trackpant,train-in-train-out-premium-trackpant,cult,Track Pants,catalog-sync,49655665033384,Black / M,CS703486M,1299.00,2599.00,True,Black,M,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_A.jpg?v=1757607508, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_B.jpg?v=1757607511, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_C.jpg?v=1757607513, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_D.jpg?v=1757607517, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_E.jpg?v=1757607522, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_F.jpg?v=1757607525, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_G.jpg?v=1757607545, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_H.jpg?v=1757607550, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_I.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_J.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_K.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_L.jpg?v=1757607589",daily,rain,Multicolor,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8625551376552,Train in Train Out Premium Trackpant,train-in-train-out-premium-trackpant,cult,Track Pants,catalog-sync,49655665066152,Black / L,CS703486L,1299.00,2599.00,True,Black,L,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_A.jpg?v=1757607508, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_B.jpg?v=1757607511, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_C.jpg?v=1757607513, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_D.jpg?v=1757607517, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_E.jpg?v=1757607522, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_F.jpg?v=1757607525, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_G.jpg?v=1757607545, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_H.jpg?v=1757607550, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_I.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_J.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_K.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_L.jpg?v=1757607589",daily,rain,Multicolor,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8625551376552,Train in Train Out Premium Trackpant,train-in-train-out-premium-trackpant,cult,Track Pants,catalog-sync,49655665098920,Black / XL,CS703486XL,1299.00,2599.00,True,Black,XL,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_A.jpg?v=1757607508, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_B.jpg?v=1757607511, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_C.jpg?v=1757607513, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_D.jpg?v=1757607517, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_E.jpg?v=1757607522, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_F.jpg?v=1757607525, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_G.jpg?v=1757607545, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_H.jpg?v=1757607550, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_I.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_J.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_K.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_L.jpg?v=1757607589",daily,rain,Multicolor,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
8625551376552,Train in Train Out Premium Trackpant,train-in-train-out-premium-trackpant,cult,Track Pants,catalog-sync,49655665164456,Black / XXL,CS703486XXL,1299.00,2599.00,True,Black,XXL,,"https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_A.jpg?v=1757607508, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_B.jpg?v=1757607511, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_C.jpg?v=1757607513, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_D.jpg?v=1757607517, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_E.jpg?v=1757607522, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_F.jpg?v=1757607525, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_G.jpg?v=1757607545, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_H.jpg?v=1757607550, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_I.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_J.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_K.jpg?v=1757607589, https://cdn.shopify.com/s/files/1/0657/8110/4808/files/703486_L.jpg?v=1757607589",daily,rain,Multicolor,Adults (18-45),"Cult Sport, by Cult.fit, offers functional apparel and fitness gear designed for various workout formats like running, training, and gym activities."
